instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac_n200,AUC_frac_n1000,AUC_frac_usable_n1000,n_depths_evaluated_n200,n_depths_evaluated_n1000,n_usable_depths_n200,n_usable_depths_n1000,se_auc_frac_n200,se_auc_frac_n1000
c06_s01_cov050_seed00000012_bw025,c06_s01_cov050_seed00000012,flip,fast_gate,6,1,0.5,0.25,12,X,Y,4,5,6,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C05->C04 W->Y X->C02 X->Y C00-C05 C00-X C03-X,0.0005658330000102296,0.0,0.0005658330000102296,,2,11,5,0,0.4855670103092784,0.49880239520958075,0.49880239520958075,4,4,3,3,0.01479585752059297,0.006336903010468725
c06_s01_cov050_seed00000014_bw025,c06_s01_cov050_seed00000014,flip,fast_gate,6,1,0.5,0.25,14,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00016574999999363627,0.0,0.00016574999999363627,,1,5,2,0,0.475,0.5120000000000001,0.5120000000000001,2,2,1,1,0.03531111722956383,0.01580683396509244
c06_s01_cov050_seed00000015_bw025,c06_s01_cov050_seed00000015,flip,fast_gate,6,1,0.5,0.25,15,X,Y,3,5,3,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-X C02-C03 C02-X C04-C05,0.00023020799999073915,0.0,0.00023020799999073915,,1,3,2,0,0.0,0.0,0.0,3,3,3,3,0.0,0.0
c06_s01_cov050_seed00000016_bw025,c06_s01_cov050_seed00000016,flip,fast_gate,6,1,0.5,0.25,16,X,Y,3,2,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 C03->C02 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.00023308299999769133,0.0,0.00023308299999769133,,1,6,3,0,0.24615384615384617,0.2526475037821483,0.2526475037821483,3,3,3,3,0.021923855482905392,0.009723327746017061
c06_s01_cov050_seed00000017_bw025,c06_s01_cov050_seed00000017,flip,fast_gate,6,1,0.5,0.25,17,X,Y,4,5,6,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C00 C02->C03 C02->C04 C02->X W->Y X->C05 X->Y C00-X C03-C04,0.00030291699999906996,0.0,0.00030291699999906996,,1,6,5,0,0.2935,0.29258672566371685,0.29258672566371685,4,4,3,3,0.013886039152088452,0.006261531719191614
c06_s01_cov050_seed00000018_bw025,c06_s01_cov050_seed00000018,flip,fast_gate,6,1,0.5,0.25,18,X,Y,3,3,5,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 W->Y X->C03 X->Y C00-X C02-X,0.00022199999999372722,0.0,0.00022199999999372722,,1,5,2,0,0.0,0.0,0.0,3,3,2,2,0.0,0.0
c06_s01_cov050_seed00000019_bw025,c06_s01_cov050_seed00000019,flip,fast_gate,6,1,0.5,0.25,19,X,Y,3,5,3,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-X C02-C03 C02-X C03-X,0.0002354580000059059,0.0,0.0002354580000059059,,1,3,2,0,0.0,0.0,0.0,3,3,2,2,0.0,0.0
c06_s01_cov050_seed00000020_bw025,c06_s01_cov050_seed00000020,flip,fast_gate,6,1,0.5,0.25,20,X,Y,4,4,5,0.7,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C02->C05 W->Y X->C03 X->Y C00-X C02-X C05-X,0.0002793339999982436,0.0,0.0002793339999982436,,1,5,2,0,0.10600000000000001,0.10300261096605742,0.10300261096605742,4,4,3,3,0.01170868623430201,0.005146831698494422
c06_s03_cov050_seed00000004_bw025,c06_s03_cov050_seed00000004,flip,fast_gate,6,3,0.5,0.25,4,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00030816700000002584,0.0,0.00030816700000002584,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000005_bw025,c06_s03_cov050_seed00000005,flip,fast_gate,6,3,0.5,0.25,5,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00026087499999505326,0.0,0.00026087499999505326,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000006_bw025,c06_s03_cov050_seed00000006,flip,fast_gate,6,3,0.5,0.25,6,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->Y C00-C01 C01-C02 C01-C04 C02-X,0.00031141700000603123,0.0,0.00031141700000603123,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000007_bw025,c06_s03_cov050_seed00000007,flip,fast_gate,6,3,0.5,0.25,7,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0003304579999934276,0.0,0.0003304579999934276,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000008_bw025,c06_s03_cov050_seed00000008,flip,fast_gate,6,3,0.5,0.25,8,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C01-C02 C01-C05 C02-X,0.00033691699999849334,0.0,0.00033691699999849334,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000011_bw025,c06_s03_cov050_seed00000011,flip,fast_gate,6,3,0.5,0.25,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C00-C05 C01-C02 C02-X,0.0002973750000023756,0.0,0.0002973750000023756,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000013_bw025,c06_s03_cov050_seed00000013,flip,fast_gate,6,3,0.5,0.25,13,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00032712499999831834,0.0,0.00032712499999831834,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000014_bw025,c06_s03_cov050_seed00000014,flip,fast_gate,6,3,0.5,0.25,14,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C02-X C04-C05,0.0002775410000026568,0.0,0.0002775410000026568,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000015_bw025,c06_s03_cov050_seed00000015,flip,fast_gate,6,3,0.5,0.25,15,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0002764999999982365,0.0,0.0002764999999982365,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000021_bw025,c06_s03_cov050_seed00000021,flip,fast_gate,6,3,0.5,0.25,21,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C05 X->Y C00-C01 C01-C02 C01-C04 C02-X,0.00032133400000589063,0.0,0.00032133400000589063,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000022_bw025,c06_s03_cov050_seed00000022,flip,fast_gate,6,3,0.5,0.25,22,X,Y,4,3,6,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C00 C01->C05 C02->C04 W->Y X->Y C01-C02 C02-X C04-X,0.0005574580000029528,0.0,0.0005574580000029528,,2,11,5,0,0.496875,0.4959919839679358,0.4959919839679358,4,4,3,3,0.014542586303895537,0.006391492562440932
c06_s03_cov050_seed00000024_bw025,c06_s03_cov050_seed00000024,flip,fast_gate,6,3,0.5,0.25,24,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C01-C04 C01-C05 C02-X,0.000310417000008556,0.0,0.000310417000008556,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000025_bw025,c06_s03_cov050_seed00000025,flip,fast_gate,6,3,0.5,0.25,25,X,Y,3,5,3,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 W->Y X->Y C01-C02 C01-C04 C01-C05 C02-C04 C02-X,0.00037775000001261105,0.0,0.00037775000001261105,,2,5,4,0,0.5,0.5,0.5,3,3,2,2,0.0,0.0
c06_s03_cov050_seed00000028_bw025,c06_s03_cov050_seed00000028,flip,fast_gate,6,3,0.5,0.25,28,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00027816699999050343,0.0,0.00027816699999050343,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000029_bw025,c06_s03_cov050_seed00000029,flip,fast_gate,6,3,0.5,0.25,29,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C02-X,0.0003178330000110918,0.0,0.0003178330000110918,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000031_bw025,c06_s03_cov050_seed00000031,flip,fast_gate,6,3,0.5,0.25,31,X,Y,3,3,5,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C00 C02->C04 C02->C05 W->Y X->Y C01-C02 C02-X C04-X,0.00043183299999327573,0.0,0.00043183299999327573,,2,9,4,0,0.5,0.5,0.5,3,3,2,2,0.0,0.0
c06_s03_cov050_seed00000032_bw025,c06_s03_cov050_seed00000032,flip,fast_gate,6,3,0.5,0.25,32,X,Y,2,2,3,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->Y C00-C01 C00-C05 C01-C02 C02-X,0.00025841599999409937,0.0,0.00025841599999409937,,2,5,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000033_bw025,c06_s03_cov050_seed00000033,flip,fast_gate,6,3,0.5,0.25,33,X,Y,2,1,4,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00032229100000336075,0.0,0.00032229100000336075,,2,7,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000035_bw025,c06_s03_cov050_seed00000035,flip,fast_gate,6,3,0.5,0.25,35,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C01-C05 C02-X,0.00028787500001214994,0.0,0.00028787500001214994,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s03_cov050_seed00000036_bw025,c06_s03_cov050_seed00000036,flip,fast_gate,6,3,0.5,0.25,36,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C00-C05 C01-C02 C01-C04 C02-X,0.0002790839999988748,0.0,0.0002790839999988748,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000000_bw025,c06_s05_cov050_seed00000000,flip,fast_gate,6,5,0.5,0.25,0,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002788749999922402,0.0,0.0002788749999922402,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000001_bw025,c06_s05_cov050_seed00000001,flip,fast_gate,6,5,0.5,0.25,1,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021679200000335186,0.0,0.00021679200000335186,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000002_bw025,c06_s05_cov050_seed00000002,flip,fast_gate,6,5,0.5,0.25,2,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021470800000145118,0.0,0.00021470800000145118,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000003_bw025,c06_s05_cov050_seed00000003,flip,fast_gate,6,5,0.5,0.25,3,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021800000000382624,0.0,0.00021800000000382624,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000004_bw025,c06_s05_cov050_seed00000004,flip,fast_gate,6,5,0.5,0.25,4,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00022154200000557012,0.0,0.00022154200000557012,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000005_bw025,c06_s05_cov050_seed00000005,flip,fast_gate,6,5,0.5,0.25,5,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021825000000319505,0.0,0.00021825000000319505,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000006_bw025,c06_s05_cov050_seed00000006,flip,fast_gate,6,5,0.5,0.25,6,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021629100000097878,0.0,0.00021629100000097878,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000007_bw025,c06_s05_cov050_seed00000007,flip,fast_gate,6,5,0.5,0.25,7,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021570799999892643,0.0,0.00021570799999892643,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000008_bw025,c06_s05_cov050_seed00000008,flip,fast_gate,6,5,0.5,0.25,8,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00022045800000114468,0.0,0.00022045800000114468,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000009_bw025,c06_s05_cov050_seed00000009,flip,fast_gate,6,5,0.5,0.25,9,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021658400000035272,0.0,0.00021658400000035272,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000010_bw025,c06_s05_cov050_seed00000010,flip,fast_gate,6,5,0.5,0.25,10,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00021204099999749815,0.0,0.00021204099999749815,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000011_bw025,c06_s05_cov050_seed00000011,flip,fast_gate,6,5,0.5,0.25,11,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.0002122920000005024,0.0,0.0002122920000005024,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
c06_s05_cov050_seed00000012_bw025,c06_s05_cov050_seed00000012,flip,fast_gate,6,5,0.5,0.25,12,X,Y,2,3,2,0.625,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->Y C00-C01 C01-C02 C02-C03 C03-C04 C04-X,0.00023116699999548018,0.0,0.00023116699999548018,,2,3,3,0,0.7,0.7,0.7,2,2,2,2,0.0,0.0
