instance_id,base_instance_id,gate,component_size,separation,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,n_dir_g0,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,n_grid_points_tiered,n_grid_points_unresolved_tiered,n_grid_points_flip,n_grid_points_unresolved_flip,contradiction_rate_overall_tiered,contradiction_rate_overall_flip,AUC_intensity_usable_tiered,AUC_intensity_usable_flip
c06_s01_cov100_seed00000048_xarm_nt2,c06_s01_cov100_seed00000048,fast_gate,6,1,2,48,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C05 W->Y X->C03 X->Y C00-C02 C00-C04 C00-X,0.00020249999999988333,0.0,0.00020249999999988333,,1,3,2,0,10,0,1,0,0.514,0.0,0.5965412744925466,
c06_s01_cov100_seed00000062_xarm_nt2,c06_s01_cov100_seed00000062,fast_gate,6,1,2,62,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C03 X->C05 X->Y C00-C02 C00-C04 C00-X,0.0001980000000001425,0.0,0.0001980000000001425,,1,3,2,0,10,0,1,0,0.463,0.0,0.532389284459047,
c06_s01_cov100_seed00000065_xarm_nt2,c06_s01_cov100_seed00000065,fast_gate,6,1,2,65,X,Y,2,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C05 X->Y C00-C02 C00-C03 C00-X,0.00020575000000011556,0.0,0.00020575000000011556,,1,3,3,0,10,0,2,1,0.397,0.5,0.6467704434480268,0.495
c06_s01_cov100_seed00000071_xarm_nt2,c06_s01_cov100_seed00000071,fast_gate,6,1,2,71,X,Y,1,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C04 X->Y C00-C03 C00-C05 C00-X C02-C04,0.00023304199999962805,0.0,0.00023304199999962805,,1,3,2,0,10,0,1,0,0.4525,0.0,0.59368630710132,
c06_s01_cov100_seed00000089_xarm_nt2,c06_s01_cov100_seed00000089,fast_gate,6,1,2,89,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-C04 C00-C05 C00-X,0.00019162500000025062,0.0,0.00019162500000025062,,1,3,2,0,10,0,1,0,0.486,0.0,0.5537751173668028,
c06_s01_cov100_seed00000094_xarm_nt2,c06_s01_cov100_seed00000094,fast_gate,6,1,2,94,X,Y,3,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C03->C05 W->Y X->C04 X->Y C00-C02 C00-C03 C00-X,0.00024891700000040373,0.0,0.00024891700000040373,,1,4,3,0,10,0,3,1,0.35,0.455,0.679586043770686,0.725
c06_s01_cov100_seed00000102_xarm_nt2,c06_s01_cov100_seed00000102,fast_gate,6,1,2,102,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C02 C00-C03 C00-X,0.0001959160000000182,0.0,0.0001959160000000182,,1,3,2,0,10,0,1,0,0.4625,0.0,0.5601232545765441,
c06_s01_cov100_seed00000104_xarm_nt2,c06_s01_cov100_seed00000104,fast_gate,6,1,2,104,X,Y,1,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C02 X->C03 X->Y C00-C04 C00-C05 C00-X C02-C03,0.0001979589999994147,0.0,0.0001979589999994147,,1,3,2,0,10,0,1,0,0.4785,0.0,0.5712373372553724,
c06_s01_cov100_seed00000112_xarm_nt2,c06_s01_cov100_seed00000112,fast_gate,6,1,2,112,X,Y,4,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C03->C04 W->Y X->Y C00-C02 C00-C03 C00-X,0.00023804199999943876,0.0,0.00023804199999943876,,1,4,3,0,10,0,4,2,0.206,0.62375,0.723113744646531,0.7339356435643565
c06_s01_cov100_seed00000116_xarm_nt2,c06_s01_cov100_seed00000116,fast_gate,6,1,2,116,X,Y,2,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 C04->C05 W->Y X->Y C00-C02 C00-C03 C00-X,0.000213291999999754,0.0,0.000213291999999754,,1,3,3,0,10,0,2,1,0.394,0.5,0.6916528135669279,0.535
c06_s02_cov100_seed00000000_xarm_nt2,c06_s02_cov100_seed00000000,fast_gate,6,2,2,0,X,Y,3,4,3,0.7,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 C01->C04 W->Y X->Y C00-C01 C00-C05 C01-X C03-X C04-X,0.0003075830000005553,0.0,0.0003075830000005553,,1,3,2,0,10,0,3,1,0.3535,0.43833333333333335,0.7120934943664146,
c06_s02_cov100_seed00000001_xarm_nt2,c06_s02_cov100_seed00000001,fast_gate,6,2,2,1,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C04->C05 W->Y X->Y C00-C01 C01-C03 C01-X C04-X,0.000247499999999512,0.0,0.000247499999999512,,1,3,2,0,10,0,2,0,0.35,0.0,0.7435698934976391,
c06_s02_cov100_seed00000002_xarm_nt2,c06_s02_cov100_seed00000002,fast_gate,6,2,2,2,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 W->Y X->C05 X->Y C00-C01 C01-C04 C01-X C03-X,0.0002590829999995492,0.0,0.0002590829999995492,,1,3,2,0,10,0,2,0,0.3515,0.0,0.7190181420254033,0.53
c06_s02_cov100_seed00000003_xarm_nt2,c06_s02_cov100_seed00000003,fast_gate,6,2,2,3,X,Y,4,3,4,0.7,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C03 C04->C05 W->Y X->Y C00-C01 C00-C04 C01-X C03-X,0.0003432500000002392,0.0,0.0003432500000002392,,1,4,3,0,10,0,4,1,0.283,0.52375,0.7273414999362814,0.6369360902255639
c06_s02_cov100_seed00000006_xarm_nt2,c06_s02_cov100_seed00000006,fast_gate,6,2,2,6,X,Y,2,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C05 W->Y X->C04 X->Y C00-C01 C01-C03 C01-X,0.00020141699999953744,0.0,0.00020141699999953744,,1,3,3,0,10,0,2,1,0.392,0.5,0.6300443132796855,0.5
c06_s02_cov100_seed00000008_xarm_nt2,c06_s02_cov100_seed00000008,fast_gate,6,2,2,8,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C05 W->Y X->C03 X->Y C00-C01 C01-C04 C01-X,0.00019870799999921473,0.0,0.00019870799999921473,,1,3,2,0,10,0,1,0,0.483,0.0,0.5645877476831128,
c06_s02_cov100_seed00000009_xarm_nt2,c06_s02_cov100_seed00000009,fast_gate,6,2,2,9,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 C03->C05 W->Y X->Y C00-C01 C00-C04 C01-X C03-X,0.000257624999999706,0.0,0.000257624999999706,,1,3,2,0,10,0,2,0,0.3995,0.0,0.7318937411762894,0.495
c06_s02_cov100_seed00000011_xarm_nt2,c06_s02_cov100_seed00000011,fast_gate,6,2,2,11,X,Y,4,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C03->C05 W->Y X->Y C00-C01 C00-C03 C01-X,0.0002316249999996245,0.0,0.0002316249999996245,,1,4,3,0,10,0,4,2,0.265,0.6,0.7755430821519733,0.6808333333333334
c06_s02_cov100_seed00000012_xarm_nt2,c06_s02_cov100_seed00000012,fast_gate,6,2,2,12,X,Y,4,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C01->C03 C01->C04 W->Y X->Y C00-C01 C00-C05 C01-X,0.0001997080000002427,0.0,0.0001997080000002427,,1,4,2,0,10,0,4,2,0.2715,0.6275,0.7714792640322896,0.6862244897959184
c06_s02_cov100_seed00000014_xarm_nt2,c06_s02_cov100_seed00000014,fast_gate,6,2,2,14,X,Y,3,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C03->C04 W->Y X->Y C00-C01 C00-C03 C01-X,0.00019216599999971606,0.0,0.00019216599999971606,,1,3,3,0,10,0,3,2,0.319,0.6666666666666666,0.7323096503665757,0.72
c06_s02_cov100_seed00000015_xarm_nt2,c06_s02_cov100_seed00000015,fast_gate,6,2,2,15,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C03 X->C04 X->Y C00-C01 C01-C05 C01-X,0.00019504199999964555,0.0,0.00019504199999964555,,1,3,2,0,10,0,1,0,0.458,0.0,0.5436204674919562,
c06_s02_cov100_seed00000016_xarm_nt2,c06_s02_cov100_seed00000016,fast_gate,6,2,2,16,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 W->Y X->C05 X->Y C00-C01 C01-C03 C01-X C04-X,0.00025754099999986124,0.0,0.00025754099999986124,,1,3,2,0,10,0,2,0,0.375,0.0,0.7134289286625666,
c06_s02_cov100_seed00000018_xarm_nt2,c06_s02_cov100_seed00000018,fast_gate,6,2,2,18,X,Y,3,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C01->C04 W->Y X->C03 X->Y C00-C01 C00-C05 C01-X,0.0002170420000009443,0.0,0.0002170420000009443,,1,4,2,0,10,0,3,1,0.3865,0.43833333333333335,0.7047504443004967,0.60757299270073
c06_s02_cov100_seed00000019_xarm_nt2,c06_s02_cov100_seed00000019,fast_gate,6,2,2,19,X,Y,3,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 C01->C04 W->Y X->Y C00-C01 C00-C05 C01-X C03-C04,0.00019445800000106317,0.0,0.00019445800000106317,,1,3,2,0,10,0,3,1,0.2945,0.5666666666666667,0.8060949236592683,0.675
c06_s02_cov100_seed00000020_xarm_nt2,c06_s02_cov100_seed00000020,fast_gate,6,2,2,20,X,Y,1,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C03 X->C05 X->Y C00-C01 C00-C04 C01-C04 C01-X,0.00022349999999882186,0.0,0.00022349999999882186,,1,3,2,0,10,0,1,0,0.4095,0.0,0.618728987101901,
c06_s02_cov100_seed00000021_xarm_nt2,c06_s02_cov100_seed00000021,fast_gate,6,2,2,21,X,Y,3,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C03->C04 W->Y X->Y C00-C01 C00-C03 C01-X,0.00015008299999941244,0.0,0.00015008299999941244,,1,3,3,0,10,0,3,2,0.3325,0.6666666666666666,0.7419333432728937,0.67
c06_s02_cov100_seed00000022_xarm_nt2,c06_s02_cov100_seed00000022,fast_gate,6,2,2,22,X,Y,2,4,3,0.7,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 C03->C05 W->Y X->Y C00-C01 C00-C04 C01-C04 C01-X C03-X,0.00029212499999964336,0.0,0.00029212499999964336,,1,3,2,0,10,0,2,0,0.31,0.0,0.7009643088004432,0.5
c06_s02_cov100_seed00000023_xarm_nt2,c06_s02_cov100_seed00000023,fast_gate,6,2,2,23,X,Y,3,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C03->C05 W->Y X->Y C00-C01 C00-C03 C01-X C04-X,0.0002744579999998109,0.0,0.0002744579999998109,,1,3,3,0,10,0,3,1,0.3405,0.5366666666666666,0.7340146327331899,0.735
c06_s02_cov100_seed00000024_xarm_nt2,c06_s02_cov100_seed00000024,fast_gate,6,2,2,24,X,Y,3,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C03 C01->C04 W->Y X->Y C00-C01 C00-C05 C01-X,0.0001608339999989994,0.0,0.0001608339999989994,,1,3,2,0,10,0,3,2,0.3105,0.6666666666666666,0.7172366408755155,0.675
c06_s02_cov100_seed00000025_xarm_nt2,c06_s02_cov100_seed00000025,fast_gate,6,2,2,25,X,Y,4,3,4,0.7,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C01->C03 C01->C05 W->Y X->Y C00-C01 C00-C04 C01-X C05-X,0.0002551670000006112,0.0,0.0002551670000006112,,1,4,2,0,10,0,4,1,0.2925,0.52875,0.7403620205939204,0.5976908396946565
c06_s03_cov100_seed00000000_xarm_nt2,c06_s03_cov100_seed00000000,fast_gate,6,3,2,0,X,Y,3,4,3,0.7,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X C05-X,0.00031029099999990706,0.0,0.00031029099999990706,,1,3,2,0,10,0,3,1,0.3455,0.445,0.7182864069131465,
c06_s03_cov100_seed00000001_xarm_nt2,c06_s03_cov100_seed00000001,fast_gate,6,3,2,1,X,Y,3,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X C05-X,0.00024166600000086191,0.0,0.00024166600000086191,,1,3,2,0,10,0,3,1,0.28,0.5416666666666666,0.7794796915559628,0.6
c06_s03_cov100_seed00000002_xarm_nt2,c06_s03_cov100_seed00000002,fast_gate,6,3,2,2,X,Y,3,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0002394159999994372,0.0,0.0002394159999994372,,1,3,2,0,10,0,3,1,0.2885,0.5583333333333333,0.774415922863707,0.7
c06_s03_cov100_seed00000003_xarm_nt2,c06_s03_cov100_seed00000003,fast_gate,6,3,2,3,X,Y,1,3,3,0.6666666666666666,2,"C00,W",6,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-X C04-X,0.00038325000000050125,0.0,0.00038325000000050125,,2,5,3,0,10,0,1,0,0.5075,0.0,0.8161601987647615,
c06_s03_cov100_seed00000004_xarm_nt2,c06_s03_cov100_seed00000004,fast_gate,6,3,2,4,X,Y,2,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0001979580000011083,0.0,0.0001979580000011083,,1,3,2,0,10,0,2,1,0.425,0.5,0.6999676302629577,0.45
c06_s03_cov100_seed00000005_xarm_nt2,c06_s03_cov100_seed00000005,fast_gate,6,3,2,5,X,Y,2,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0001607080000010086,0.0,0.0001607080000010086,,1,3,2,0,10,0,2,1,0.4185,0.5,0.7257590569150003,0.455
c06_s03_cov100_seed00000006_xarm_nt2,c06_s03_cov100_seed00000006,fast_gate,6,3,2,6,X,Y,3,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.000181541999999979,0.0,0.000181541999999979,,1,3,2,0,10,0,3,2,0.295,0.6666666666666666,0.753453356319657,0.685
c06_s03_cov100_seed00000007_xarm_nt2,c06_s03_cov100_seed00000007,fast_gate,6,3,2,7,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00020670800000033296,0.0,0.00020670800000033296,,1,3,2,0,10,0,1,0,0.504,0.0,0.5576010882606935,
c06_s03_cov100_seed00000008_xarm_nt2,c06_s03_cov100_seed00000008,fast_gate,6,3,2,8,X,Y,3,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.00018474999999895658,0.0,0.00018474999999895658,,1,3,2,0,10,0,3,2,0.293,0.6666666666666666,0.7320398351648352,0.705
c06_s03_cov100_seed00000009_xarm_nt2,c06_s03_cov100_seed00000009,fast_gate,6,3,2,9,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 W->Y X->Y C00-C01 C00-C05 C01-C02 C02-C04 C02-X,0.000508790999997899,0.0,0.000508790999997899,,3,7,5,0,10,0,2,0,0.4195,0.0,0.8254009782157489,0.515
c06_s03_cov100_seed00000010_xarm_nt2,c06_s03_cov100_seed00000010,fast_gate,6,3,2,10,X,Y,2,3,3,0.6666666666666666,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X C04-X,0.0002502090000007229,0.0,0.0002502090000007229,,1,3,2,0,10,0,2,0,0.4165,0.0,0.7514902314165459,
c06_s03_cov100_seed00000011_xarm_nt2,c06_s03_cov100_seed00000011,fast_gate,6,3,2,11,X,Y,2,2,3,0.625,2,"C00,W",6,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y W->Y X->Y C00-C01 C00-C04 C01-C02 C02-X,0.0003150420000004317,0.0,0.0003150420000004317,,2,5,4,0,10,0,2,1,0.407,0.5,0.8546615283097765,0.525
c06_s03_cov100_seed00000012_xarm_nt2,c06_s03_cov100_seed00000012,fast_gate,6,3,2,12,X,Y,4,2,4,0.6666666666666666,2,"C00,W",7,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.00021262500000318596,0.0,0.00021262500000318596,,1,4,2,0,10,0,4,2,0.284,0.61625,0.7476643826530387,0.695911214953271
c06_s03_cov100_seed00000013_xarm_nt2,c06_s03_cov100_seed00000013,fast_gate,6,3,2,13,X,Y,1,2,3,0.625,2,"C00,W",6,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0001943749999995248,0.0,0.0001943749999995248,,1,3,2,0,10,0,1,0,0.5225,0.0,0.6246545372967756,
