instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c06_s01_cov050_seed00000010_bw000,c06_s01_cov050_seed00000010,flip,fast_gate,6,1,0.5,0.0,,10,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C05-X,0.00029925000000008417,0.0,0.00029925000000008417,,1,5,2,0,0.31716060337178353,1.0572020112392784,4,1
c06_s01_cov050_seed00000011_bw000,c06_s01_cov050_seed00000011,flip,fast_gate,6,1,0.5,0.0,,11,X,Y,3,3,3,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-C04 C00-C05 C00-X C02-C04,0.00018583400000005135,0.0,0.00018583400000005135,,1,3,2,0,0.6799999999999999,0.68,3,2
c06_s01_cov050_seed00000012_bw000,c06_s01_cov050_seed00000012,flip,fast_gate,6,1,0.5,0.0,,12,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C03-X C04-C05,0.00023629199999986028,0.0,0.00023629199999986028,,1,5,2,0,0.589223880597015,1.2874626865671641,4,2
c06_s01_cov050_seed00000013_bw000,c06_s01_cov050_seed00000013,flip,fast_gate,6,1,0.5,0.0,,13,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C05 X->Y C00-X C03-C04,0.0002087920000000132,0.0,0.0002087920000000132,,1,5,2,0,0.0,0.0,3,0
c06_s01_cov050_seed00000014_bw000,c06_s01_cov050_seed00000014,flip,fast_gate,6,1,0.5,0.0,,14,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.000159083999999865,0.0,0.000159083999999865,,1,5,2,0,0.5199999999999999,0.52,2,1
c06_s01_cov050_seed00000015_bw000,c06_s01_cov050_seed00000015,flip,fast_gate,6,1,0.5,0.0,,15,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 W->Y X->C02 X->Y C00-X C04-C05,0.00018995799999999008,0.0,0.00018995799999999008,,1,5,2,0,0.85,1.7,3,1
c06_s01_cov050_seed00000016_bw000,c06_s01_cov050_seed00000016,flip,fast_gate,6,1,0.5,0.0,,16,X,Y,3,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C05 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.00022054100000001853,0.0,0.00022054100000001853,,1,6,3,0,0.2572463768115942,0.5144927536231884,3,1
c06_s01_cov050_seed00000017_bw000,c06_s01_cov050_seed00000017,flip,fast_gate,6,1,0.5,0.0,,17,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 W->Y X->C05 X->Y C00-X C02-X C03-C04,0.00026170800000002714,0.0,0.00026170800000002714,,1,5,2,0,0.4006098088935618,1.4457263900055664,4,0
c06_s01_cov050_seed00000018_bw000,c06_s01_cov050_seed00000018,flip,fast_gate,6,1,0.5,0.0,,18,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 W->Y X->C02 X->Y C00-X C03-X,0.00019954099999996977,0.0,0.00019954099999996977,,1,5,2,0,0.3525,0.705,3,1
c06_s01_cov050_seed00000019_bw000,c06_s01_cov050_seed00000019,flip,fast_gate,6,1,0.5,0.0,,19,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->C02 X->C03 X->Y C00-X C02-C03,0.00018041699999993277,0.0,0.00018041699999993277,,1,5,2,0,0.6399999999999999,0.64,3,2
c06_s01_cov050_seed00000000_bw010,c06_s01_cov050_seed00000000,flip,fast_gate,6,1,0.5,0.1,,0,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C03->C05 W->Y X->Y C00-X C02-X C03-X,0.00026129200000002406,0.0,0.00026129200000002406,,1,5,2,0,0.225,0.75,4,2
c06_s01_cov050_seed00000001_bw010,c06_s01_cov050_seed00000001,flip,fast_gate,6,1,0.5,0.1,,1,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C04 C04->C05 W->Y X->Y C00-X C03-X,0.0001906249999998888,0.0,0.0001906249999998888,,1,5,2,0,0.3425,0.685,3,1
c06_s01_cov050_seed00000002_bw010,c06_s01_cov050_seed00000002,flip,fast_gate,6,1,0.5,0.1,,2,X,Y,3,2,4,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->C04 X->Y C00-C05 C00-X C02-X,0.00018587499999966894,0.0,0.00018587499999966894,,1,4,2,0,0.3325,0.665,3,1
c06_s01_cov050_seed00000003_bw010,c06_s01_cov050_seed00000003,flip,fast_gate,6,1,0.5,0.1,,3,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C02->C05 W->Y X->Y C00-X C02-X C03-C04,0.0002094999999999736,0.0,0.0002094999999999736,,1,5,2,0,0.615111111111111,1.2673015873015874,4,2
c06_s01_cov050_seed00000004_bw010,c06_s01_cov050_seed00000004,flip,fast_gate,6,1,0.5,0.1,,4,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 W->Y X->C02 X->Y C00-X,0.000145624999999594,0.0,0.000145624999999594,,1,5,2,0,0.5250000000000001,0.525,2,1
c06_s01_cov050_seed00000005_bw010,c06_s01_cov050_seed00000005,flip,fast_gate,6,1,0.5,0.1,,5,X,Y,3,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->C05 X->Y C00-X,0.00017320900000017403,0.0,0.00017320900000017403,,1,6,3,0,0.2881944444444444,0.5763888888888888,3,1
c06_s01_cov050_seed00000006_bw010,c06_s01_cov050_seed00000006,flip,fast_gate,6,1,0.5,0.1,,6,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 W->Y X->C03 X->C05 X->Y C00-X,0.0001671249999999347,0.0,0.0001671249999999347,,1,5,2,0,0.5549999999999999,0.555,2,1
c06_s01_cov050_seed00000007_bw010,c06_s01_cov050_seed00000007,flip,fast_gate,6,1,0.5,0.1,,7,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.0001370840000003426,0.0,0.0001370840000003426,,1,5,2,0,0.0,0.0,2,0
c06_s01_cov050_seed00000008_bw010,c06_s01_cov050_seed00000008,flip,fast_gate,6,1,0.5,0.1,,8,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 W->Y X->C02 X->Y C00-X,0.00014233300000032756,0.0,0.00014233300000032756,,1,5,2,0,0.54,0.54,2,1
c06_s01_cov050_seed00000009_bw010,c06_s01_cov050_seed00000009,flip,fast_gate,6,1,0.5,0.1,,9,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C05 W->Y X->Y C00-X C02-X,0.00019354099999979724,0.0,0.00019354099999979724,,1,5,2,0,0.4286898753733649,1.040838397363271,3,0
c06_s01_cov050_seed00000010_bw010,c06_s01_cov050_seed00000010,flip,fast_gate,6,1,0.5,0.1,,10,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C05 C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C05-X,0.0002796250000001166,0.0,0.0002796250000001166,,1,5,2,0,0.2979362221936479,0.9931207406454932,4,1
c06_s01_cov050_seed00000011_bw010,c06_s01_cov050_seed00000011,flip,fast_gate,6,1,0.5,0.1,,11,X,Y,3,3,3,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y W->Y X->Y C00-C04 C00-C05 C00-X C02-C04,0.00016550000000004061,0.0,0.00016550000000004061,,1,3,2,0,0.6500000000000001,0.65,3,2
c06_s01_cov050_seed00000012_bw010,c06_s01_cov050_seed00000012,flip,fast_gate,6,1,0.5,0.1,,12,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C03-X C04-C05,0.00021208300000008506,0.0,0.00021208300000008506,,1,5,2,0,0.594288732394366,1.2861267605633802,4,2
c06_s01_cov050_seed00000013_bw010,c06_s01_cov050_seed00000013,flip,fast_gate,6,1,0.5,0.1,,13,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->C02 X->C05 X->Y C00-X C03-C04,0.0002673749999999586,0.0,0.0002673749999999586,,1,5,2,0,0.0,0.0,3,0
c06_s01_cov050_seed00000014_bw010,c06_s01_cov050_seed00000014,flip,fast_gate,6,1,0.5,0.1,,14,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00014483299999978883,0.0,0.00014483299999978883,,1,5,2,0,0.4800000000000001,0.48,2,1
c06_s01_cov050_seed00000015_bw010,c06_s01_cov050_seed00000015,flip,fast_gate,6,1,0.5,0.1,,15,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 W->Y X->C02 X->Y C00-X C04-C05,0.0001647920000000802,0.0,0.0001647920000000802,,1,5,2,0,0.8074999999999999,1.615,3,1
c06_s01_cov050_seed00000016_bw010,c06_s01_cov050_seed00000016,flip,fast_gate,6,1,0.5,0.1,,16,X,Y,3,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C05 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.0002031670000000041,0.0,0.0002031670000000041,,1,6,3,0,0.22727272727272724,0.45454545454545453,3,1
c06_s01_cov050_seed00000017_bw010,c06_s01_cov050_seed00000017,flip,fast_gate,6,1,0.5,0.1,,17,X,Y,4,2,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 W->Y X->C05 X->Y C00-X C02-X C03-C04,0.00023979199999990541,0.0,0.00023979199999990541,,1,5,2,0,0.42195607924084744,1.5257255621494035,4,0
c06_s01_cov050_seed00000018_bw010,c06_s01_cov050_seed00000018,flip,fast_gate,6,1,0.5,0.1,,18,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 W->Y X->C02 X->Y C00-X C03-X,0.000197875000000014,0.0,0.000197875000000014,,1,5,2,0,0.345,0.69,3,1
c06_s01_cov050_seed00000019_bw010,c06_s01_cov050_seed00000019,flip,fast_gate,6,1,0.5,0.1,,19,X,Y,3,1,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->C02 X->C03 X->Y C00-X C02-C03,0.0001595420000000125,0.0,0.0001595420000000125,,1,5,2,0,0.665,0.665,3,2
c06_s01_cov050_seed00000000_bw025,c06_s01_cov050_seed00000000,flip,fast_gate,6,1,0.5,0.25,,0,X,Y,4,5,6,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C04 C00->Y C03->C00 C03->X W->Y X->C02 X->Y C00-X C03-C05,0.00026487500000005326,0.0,0.00026487500000005326,,1,6,3,0,0.36577319587628865,1.2192439862542956,4,1
c06_s01_cov050_seed00000001_bw025,c06_s01_cov050_seed00000001,flip,fast_gate,6,1,0.5,0.25,,1,X,Y,3,3,5,0.6666666666666666,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C03->C04 C04->C05 W->Y X->Y C00-C02 C00-X C03-X,0.00040083300000004485,0.0,0.00040083300000004485,,2,9,3,0,0.6669172932330827,1.556390977443609,3,0
c06_s01_cov050_seed00000002_bw025,c06_s01_cov050_seed00000002,flip,fast_gate,6,1,0.5,0.25,,2,X,Y,3,3,5,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->Y W->Y X->C02 X->Y C00-X C04-X,0.00021304099999985837,0.0,0.00021304099999985837,,1,5,2,0,0.0,0.0,3,1
c06_s01_cov050_seed00000003_bw025,c06_s01_cov050_seed00000003,flip,fast_gate,6,1,0.5,0.25,,3,X,Y,4,6,5,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C02->C00 C02->X W->Y X->Y C00-X C02-C05 C03-C04,0.00026541700000004553,0.0,0.00026541700000004553,,1,5,3,0,0.7319148936170213,2.1063829787234045,4,1
c06_s01_cov050_seed00000004_bw025,c06_s01_cov050_seed00000004,flip,fast_gate,6,1,0.5,0.25,,4,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 W->Y X->C02 X->Y C00-X,0.00014633400000008123,0.0,0.00014633400000008123,,1,5,2,0,0.5649999999999998,0.565,2,1
c06_s01_cov050_seed00000005_bw025,c06_s01_cov050_seed00000005,flip,fast_gate,6,1,0.5,0.25,,5,X,Y,3,5,3,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 W->Y X->Y C00-X C02-X C04-X C05-X,0.000256958999999668,0.0,0.000256958999999668,,1,3,2,0,0.35,0.7,3,1
c06_s01_cov050_seed00000006_bw025,c06_s01_cov050_seed00000006,flip,fast_gate,6,1,0.5,0.25,,6,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 W->Y X->C03 X->C05 X->Y C00-X,0.00016787499999981748,0.0,0.00016787499999981748,,1,5,2,0,0.485,0.485,2,1
c06_s01_cov050_seed00000007_bw025,c06_s01_cov050_seed00000007,flip,fast_gate,6,1,0.5,0.25,,7,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C03->C04 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.00013533399999987594,0.0,0.00013533399999987594,,1,5,2,0,0.0,0.0,2,0
c06_s01_cov050_seed00000008_bw025,c06_s01_cov050_seed00000008,flip,fast_gate,6,1,0.5,0.25,,8,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 W->Y X->C02 X->Y C00-X,0.00013683300000000287,0.0,0.00013683300000000287,,1,5,2,0,0.4800000000000001,0.48,2,1
c06_s01_cov050_seed00000009_bw025,c06_s01_cov050_seed00000009,flip,fast_gate,6,1,0.5,0.25,,9,X,Y,3,5,5,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C00 C02->C03 C02->X C03->C05 W->Y X->Y C00-X C02-C04,0.00027012500000012096,0.0,0.00027012500000012096,,1,5,4,0,0.3275,0.655,3,1
c06_s01_cov050_seed00000010_bw025,c06_s01_cov050_seed00000010,flip,fast_gate,6,1,0.5,0.25,,10,X,Y,4,5,6,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C00 C02->C03 C02->X W->Y X->C05 X->Y C00-X C02-C04,0.00028575000000063966,0.0,0.00028575000000063966,,1,6,4,0,0.2860799394779977,0.9535997982599924,4,1
c06_s01_cov050_seed00000011_bw025,c06_s01_cov050_seed00000011,flip,fast_gate,6,1,0.5,0.25,,11,X,Y,3,3,5,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->C05 C00->Y W->Y X->Y C00-X C02-C04,0.00021029200000022286,0.0,0.00021029200000022286,,1,5,2,0,0.0,0.0,3,1
c06_s01_cov050_seed00000012_bw025,c06_s01_cov050_seed00000012,flip,fast_gate,6,1,0.5,0.25,,12,X,Y,4,5,6,0.7,2,"C00,W",True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C05->C04 W->Y X->C02 X->Y C00-C05 C00-X C03-X,0.000572082999999779,0.0,0.000572082999999779,,2,11,5,0,0.4855670103092784,1.6185567010309279,4,1
c06_s01_cov050_seed00000014_bw025,c06_s01_cov050_seed00000014,flip,fast_gate,6,1,0.5,0.25,,14,X,Y,2,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.0001450830000004899,0.0,0.0001450830000004899,,1,5,2,0,0.475,0.475,2,1
c06_s01_cov050_seed00000015_bw025,c06_s01_cov050_seed00000015,flip,fast_gate,6,1,0.5,0.25,,15,X,Y,3,5,3,0.6666666666666666,1,W,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-X C02-C03 C02-X C04-C05,0.00023608299999988702,0.0,0.00023608299999988702,,1,3,2,0,0.0,0.0,3,0
c06_s01_cov050_seed00000016_bw025,c06_s01_cov050_seed00000016,flip,fast_gate,6,1,0.5,0.25,,16,X,Y,3,2,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C05 C03->C02 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.00022441600000000506,0.0,0.00022441600000000506,,1,6,3,0,0.24615384615384617,0.49230769230769234,3,0
c06_s01_cov050_seed00000017_bw025,c06_s01_cov050_seed00000017,flip,fast_gate,6,1,0.5,0.25,,17,X,Y,4,5,6,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C00 C02->C03 C02->C04 C02->X W->Y X->C05 X->Y C00-X C03-C04,0.00030241699999944416,0.0,0.00030241699999944416,,1,6,5,0,0.2935,0.9783333333333333,4,1
