base_id,component_size,separation,base_seed,treatment,outcome,proposal_id,proposal_size,label,n_on_path,orientations,gate,status,assumes,method,oracle,exact,radius_timed_out,r_val,z_p,utility_median,utility_q25,utility_q75,n_sem_valid,n_sem_total,mean_abs_bias,median_abs_bias,n_bias_valid,n_bias_contradictory,n_bias_optimal_undefined,n_bias_untractable,n_bias_total,front_utility,front_bias
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0025_k05,5,conservative,0,C00->C04;C00->C05;X->C02;X->C03;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0026_k05,5,conservative,0,C00->C04;C00->C05;C04->C05;X->C02;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0027_k05,5,conservative,0,C00->C04;C02->C03;C04->C05;X->C02;X->C03,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0028_k05,5,conservative,0,C00->C05;C02->C03;X->C02;X->C03;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0029_k05,5,conservative,0,C00->X;C02->C03;C04->C05;X->C02;X->C03,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0030_k06,6,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C02->C03;C04->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.16045442670145188,1.1102230246251565e-16,29,21,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0031_k06,6,conservative,0,C00->C02;C00->C04;C00->X;C02->C03;X->C02;X->C03,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.17896839901315786,1.1102230246251565e-16,26,24,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0032_k06,6,conservative,0,C00->C02;C00->C04;C00->X;C02->C03;C04->C05;X->C03,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.156409357120743,1.1102230246251565e-16,34,16,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0033_k06,6,conservative,0,C00->C02;C00->C05;C02->C03;X->C02;X->C03;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0034_k06,6,conservative,0,C00->C02;C00->C05;C02->C03;C04->C05;X->C02;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0035_k06,6,conservative,0,C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,1.1102230246251565e-16,1.1102230246251565e-16,10,33,7,0,50,True,True
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0036_k07,7,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C03,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.18612713497368413,1.1102230246251565e-16,25,25,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0037_k07,7,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.3323698838815788,0.3323698838815788,24,26,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0038_k07,7,conservative,0,C00->C02;C00->C04;C00->X;C02->C03;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.3046723935581139,1.1102230246251565e-16,24,26,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0039_k07,7,conservative,0,C00->C02;C00->C04;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0040_k07,7,conservative,0,C00->C02;C00->C05;C00->X;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.24490412496537386,1.1102230246251565e-16,19,31,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0041_k07,7,conservative,0,C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C02;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.15827137327694232,1.1102230246251565e-16,21,29,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0042_k08,8,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C02->C03;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.23121383226544606,1.1102230246251565e-16,23,27,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0043_k08,8,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.265895907105263,1.1102230246251565e-16,15,35,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0044_k08,8,conservative,0,C00->C02;C00->C04;C00->C05;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0045_k08,8,conservative,0,C00->C02;C00->C04;C00->X;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.11730701784055728,1.1102230246251565e-16,17,33,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0046_k08,8,conservative,0,C00->C02;C00->C05;C00->X;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.26011556129862684,1.1102230246251565e-16,23,27,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0047_k08,8,conservative,0,C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.23265891871710517,1.1102230246251565e-16,20,30,0,0,50,True,False
c06_s01_cov100_seed152819226,6,1,152819226,X,Y,c06_s01_cov100_seed152819226__p0048_k09,9,conservative,0,C00->C02;C00->C04;C00->C05;C00->X;C02->C03;C04->C05;X->C02;X->C03;X->C04,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0645732495479638,0.7684165870526118,1.4529029681923424,20,20,0.2215799225877192,1.1102230246251565e-16,15,35,0,0,50,True,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0000_k01,1,conservative,0,C00->C03,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0001_k01,1,conservative,0,C00->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0002_k01,1,conservative,0,C00->X,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0003_k01,1,conservative,0,X->C02,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0004_k01,1,conservative,0,X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0005_k02,2,conservative,0,C00->C03;C00->C04,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0006_k02,2,conservative,0,C00->C03;C00->X,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0007_k02,2,conservative,0,C00->C03;X->C02,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0008_k02,2,conservative,0,C00->C03;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0009_k02,2,conservative,0,C00->C04;C00->X,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0010_k02,2,conservative,0,C00->C04;X->C02,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0011_k02,2,conservative,0,C00->C04;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0012_k02,2,conservative,0,C00->X;X->C02,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0013_k02,2,conservative,0,C00->X;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0014_k02,2,conservative,0,X->C02;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0015_k03,3,conservative,0,C00->C03;C00->C04;C00->X,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0016_k03,3,conservative,0,C00->C03;C00->C04;X->C02,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0017_k03,3,conservative,0,C00->C03;C00->C04;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0018_k03,3,conservative,0,C00->C03;C00->X;X->C02,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0019_k03,3,conservative,0,C00->C03;C00->X;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0020_k03,3,conservative,0,C00->C03;X->C02;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0021_k03,3,conservative,0,C00->C04;C00->X;X->C02,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0022_k03,3,conservative,0,C00->C04;C00->X;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0023_k03,3,conservative,0,C00->C04;X->C02;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0024_k03,3,conservative,0,C00->X;X->C02;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0025_k04,4,conservative,0,C00->C03;C00->C04;C00->X;X->C02,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0026_k04,4,conservative,0,C00->C03;C00->C04;C00->X;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0027_k04,4,conservative,0,C00->C03;C00->C04;X->C02;X->C05,fast_gate,optimal_set_undefined,,,,,,,,,,,0,20,,,0,0,0,0,50,False,False
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0028_k04,4,conservative,0,C00->C03;C00->X;X->C02;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0029_k04,4,conservative,0,C00->C04;C00->X;X->C02;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
c06_s01_cov100_seed1450336244,6,1,1450336244,X,Y,c06_s01_cov100_seed1450336244__p0030_k05,5,conservative,0,C00->C03;C00->C04;C00->X;X->C02;X->C05,fast_gate,ok,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",local_up_fast,mpdag_criterion,True,False,1,C00;W,1.0406075858292967,0.847385522853527,1.099755671367016,20,20,1.1102230246251565e-16,1.1102230246251565e-16,50,0,0,0,50,True,True
