instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory,anchor,n_admissible_queries
u2_c06_seed00000005_xC02_tiered_nt4,u2_c06_seed00000005_xC02,tiered_unconfounded,fast_gate,6,2,measured,,,4,5,C02,Y,5,0,6,6,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C04 C01->C05 C02->C03 C02->C04 C02->Y W->Y C00-C01 C01-C02,0.0007160419918363914,0.0,0.0007896669849287719,,3,16,6,0,0.5807448132538704,3.013414433241829,7,2,C00,5
u2_c06_seed00000006_xC03_tiered_nt2,u2_c06_seed00000006_xC03,tiered_unconfounded,fast_gate,6,2,measured,,,2,6,C03,Y,3,2,3,3,0.625,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C04 C03->Y W->Y C00-C01 C00-C02 C01-C03,0.00035670900251716375,0.0,0.0005370840081013739,,1,3,4,0,0.9066636734693878,2.6030367346938776,5,2,C00,5
u2_c06_seed00000006_xC03_tiered_nt3,u2_c06_seed00000006_xC03,tiered_unconfounded,fast_gate,6,2,measured,,,3,6,C03,Y,3,1,4,4,0.625,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C05 C02->C04 C03->Y W->Y C00-C01 C01-C03,0.00017437500355299562,0.0,0.0002800419897539541,,1,4,3,0,0.9296795406922775,3.729233902398736,6,2,C00,5
u2_c06_seed00000006_xC03_tiered_nt4,u2_c06_seed00000006_xC03,tiered_unconfounded,fast_gate,6,2,measured,,,4,6,C03,Y,5,0,5,5,0.625,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C05 C02->C04 C03->Y W->Y C00-C01 C01-C03,0.0003842919977614656,0.0,0.0004946670087520033,,3,13,7,0,0.706462489852614,2.4855768747267337,5,2,C00,5
u2_c06_seed00000007_xC05_tiered_nt2,u2_c06_seed00000007_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,2,7,C05,Y,2,2,3,3,0.625,2,"C00,W",0.5,1,0,1,0,2,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C03 C03->C04 C05->Y W->Y C00-C01 C01-C02 C01-C05,0.00031549998675473034,0.0,0.0004222499846946448,,1,3,2,0,0.7432198444683467,2.978884726419969,6,2,C00,5
u2_c06_seed00000007_xC05_tiered_nt3,u2_c06_seed00000007_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,3,7,C05,Y,4,1,4,4,0.625,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C01->C03 C03->C04 C05->Y W->Y C00-C01 C01-C05,0.000150040999869816,0.0,0.00025675000506453216,,1,4,2,0,0.7959658496036152,2.5045374172019894,6,3,C00,5
u2_c06_seed00000007_xC05_tiered_nt4,u2_c06_seed00000007_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,4,7,C05,Y,4,0,5,5,0.625,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C01->C03 C03->C04 C05->Y W->Y C00-C01 C01-C05,0.00038979199598543346,0.0,0.00048666700604371727,,2,9,3,0,0.7590336839369729,3.3083748223124934,5,1,C00,5
u2_c06_seed00000008_xC03_tiered_nt3,u2_c06_seed00000008_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,3,8,C03,Y,3,1,4,4,0.625,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C02->C04 C03->C05 C03->Y W->Y C00-C01 C00-C03,0.00017183300224132836,0.0,0.00026504100242163986,,1,4,3,0,0.5370378631919053,2.1978682135043295,6,2,C00,5
u2_c06_seed00000008_xC03_tiered_nt4,u2_c06_seed00000008_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,4,8,C03,Y,5,0,5,5,0.625,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->Y C01->C02 C02->C04 C03->C05 C03->Y W->Y C00-C03,0.00014150000060908496,0.0,0.00021487499179784209,,1,5,2,0,0.6665131951688845,2.0900520794843724,5,2,C00,5
u2_c06_seed00000009_xC01_tiered_nt4,u2_c06_seed00000009_xC01,tiered_unconfounded,fast_gate,6,1,measured,,,4,9,C01,Y,5,1,5,5,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->Y C02->C03 C02->C04 C03->C05 W->Y C00-C01 C01-C02,0.00023245900229085237,0.0,0.000292125012492761,,1,5,3,0,0.2644810911459722,1.772912755903085,6,1,C00,1
u2_c06_seed00000010_xC05_tiered_nt2,u2_c06_seed00000010_xC05,tiered_unconfounded,fast_gate,6,1,measured,,,2,10,C05,Y,4,3,4,4,0.7,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C03 C02->C04 C05->Y W->Y C00-C01 C00-C02 C00-C05 C01-C02,0.00039529200876131654,0.0,0.0005687500088242814,,1,4,5,0,0.5382854910457746,2.645880822968195,5,1,C00,2
u2_c06_seed00000010_xC05_tiered_nt3,u2_c06_seed00000010_xC05,tiered_unconfounded,fast_gate,6,1,measured,,,3,10,C05,Y,5,1,6,6,0.7,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C02 C01->C05 C02->C03 C02->C04 C05->Y W->Y C00-C01 C00-C05,0.00029029200959485024,0.0,0.0004237500106683001,,1,6,4,0,0.8504698239522884,4.202214348871955,7,2,C00,2
u2_c06_seed00000010_xC05_tiered_nt4,u2_c06_seed00000010_xC05,tiered_unconfounded,fast_gate,6,1,measured,,,4,10,C05,Y,6,1,6,6,0.7,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C02 C00->Y C02->C03 C02->C04 C05->Y W->Y C00-C05 C01-C02 C01-C05,0.0004259999986970797,0.0,0.0005426249990705401,,2,11,5,0,0.6791074197120709,4.099451759607995,7,2,C00,2
u2_c06_seed00000011_xC03_tiered_nt2,u2_c06_seed00000011_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,2,11,C03,Y,4,2,4,4,0.6666666666666666,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C04 C00->C05 C00->Y C02->C04 C03->Y W->Y C00-C01 C00-C02 C00-C03,0.00024641699565108865,0.0,0.0003725419956026599,,1,4,5,0,0.7653822902967604,3.063388232887049,6,2,C00,5
u2_c06_seed00000011_xC03_tiered_nt3,u2_c06_seed00000011_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,3,11,C03,Y,5,1,5,5,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->C04 C00->C05 C00->Y C02->C04 C03->Y W->Y C00-C01 C00-C03,0.000207042001420632,0.0,0.00030883400177117437,,1,5,4,0,0.9230943233946759,3.5533772475645042,7,3,C00,5
u2_c06_seed00000011_xC03_tiered_nt4,u2_c06_seed00000011_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,4,11,C03,Y,6,0,6,6,0.6666666666666666,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C02 C00->C04 C00->C05 C00->Y C02->C04 C03->Y W->Y C00-C03,0.0002691669942578301,0.0,0.00038462498923763633,,1,6,4,0,0.9752895752895754,3.7969578127058443,7,3,C00,5
u2_c06_seed00000012_xC04_tiered_nt3,u2_c06_seed00000012_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,3,12,C04,Y,6,1,6,6,0.7,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C05 C00->Y C01->C02 C01->C03 C04->C05 C04->Y W->Y C00-C01 C00-C04,0.0002652080002008006,0.0,0.0003877499984810129,,1,6,5,0,0.46406925077297945,3.6738753534580337,7,2,C00,5
u2_c06_seed00000012_xC04_tiered_nt4,u2_c06_seed00000012_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,4,12,C04,Y,7,0,7,7,0.7,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C03 C00->C05 C00->Y C01->C02 C01->C03 C04->C05 C04->Y W->Y C00-C04,0.00047308301145676523,0.0,0.0007007920066826046,,1,7,4,0,0.8289928399751167,3.345183530408436,7,3,C00,5
u2_c06_seed00000013_xC04_tiered_nt2,u2_c06_seed00000013_xC04,tiered_unconfounded,fast_gate,6,3,measured,,,2,13,C04,Y,3,3,3,3,0.6666666666666666,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C03 C04->Y W->Y C00-C01 C01-C02 C02-C04 C03-C04,0.0002083750005112961,0.0,0.0003460830048425123,,1,3,2,0,0.6916831249137202,2.250901077493801,5,2,C00,5
u2_c06_seed00000013_xC04_tiered_nt3,u2_c06_seed00000013_xC04,tiered_unconfounded,fast_gate,6,3,measured,,,3,13,C04,Y,4,1,5,5,0.6666666666666666,2,"C00,W",0.0,0,0,2,0,3,True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C05 C02->C03 C04->Y W->Y C00-C01 C01-C02 C02-C04 C03-C04,0.0009205000096699223,0.0,0.0010224170109722763,,6,23,10,0,0.6449930205564802,3.3035725234042808,7,2,C00,5
u2_c06_seed00000013_xC04_tiered_nt4,u2_c06_seed00000013_xC04,tiered_unconfounded,fast_gate,6,3,measured,,,4,13,C04,Y,5,0,6,6,0.6666666666666666,2,"C00,W",0.0,0,0,3,0,3,True,4,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)","(('C00', 'Y'), ('C01', 'C05'), ('C03', 'C04'), ('C04', 'Y'), ('W', 'Y'))",0.0008704999927431345,0.01837833400350064,0.019334333992446773,,10,31,10,0,0.5156087207454938,3.0773039587570548,6,1,C00,5
u2_c06_seed00000014_xC01_tiered_nt4,u2_c06_seed00000014_xC01,tiered_unconfounded,fast_gate,6,1,measured,,,4,14,C01,Y,5,0,5,5,0.625,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C04 C01->Y C02->C03 C04->C05 W->Y C00-C01,0.0001525839907117188,0.0,0.0002313759905518964,,1,5,3,0,0.35844102169963277,1.5925008318830594,5,2,C00,5
u2_c06_seed00000015_xC04_tiered_nt3,u2_c06_seed00000015_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,3,15,C04,Y,4,2,4,4,0.6666666666666666,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C05 C00->Y C01->C02 C02->C03 C04->Y W->Y C00-C01 C00-C04 C04-C05,0.00029024999821558595,0.0,0.00039241700142156333,,1,4,4,0,0.48567160897119155,2.5294551578368734,6,2,C00,5
u2_c06_seed00000015_xC04_tiered_nt4,u2_c06_seed00000015_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,4,15,C04,Y,6,0,6,6,0.6666666666666666,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C05 C00->Y C01->C02 C02->C03 C04->C05 C04->Y W->Y C00-C04,0.00020158299594186246,0.0,0.0002879999956348911,,1,6,3,0,0.6690342159674515,2.9936887949493327,6,2,C00,5
u2_c06_seed00000016_xC01_tiered_nt4,u2_c06_seed00000016_xC01,tiered_unconfounded,fast_gate,6,1,measured,,,4,16,C01,Y,5,0,6,6,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C01->C03 C01->C04 C01->Y C02->C03 C02->C05 W->Y C00-C01,0.00017904199194163084,0.0,0.00022962599177844822,,1,6,3,0,0.16132675504584565,1.2615115453914398,6,1,C00,5
u2_c06_seed00000017_xC05_tiered_nt2,u2_c06_seed00000017_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,2,17,C05,Y,3,4,3,3,0.7,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C02->C03 C02->C04 C05->Y W->Y C00-C01 C00-C02 C01-C02 C01-C05 C03-C04,0.00025533400184940547,0.0,0.0003972510021412745,,1,3,4,0,0.7763849619836811,3.1739692503652943,6,2,C00,2
u2_c06_seed00000017_xC05_tiered_nt3,u2_c06_seed00000017_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,3,17,C05,Y,5,1,6,6,0.7,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C01->C02 C02->C03 C02->C04 C03->C04 C05->Y W->Y C00-C01 C01-C05,0.0003825000021606684,0.0,0.0005929159960942343,,1,6,3,0,0.8948281238051251,5.419267454806667,7,1,C00,2
u2_c06_seed00000017_xC05_tiered_nt4,u2_c06_seed00000017_xC05,tiered_unconfounded,fast_gate,6,2,measured,,,4,17,C05,Y,6,1,6,6,0.7,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C02 C00->Y C02->C03 C02->C04 C03->C04 C05->Y W->Y C00-C01 C01-C02 C01-C05,0.001044457996613346,0.0,0.001291499997023493,,4,21,9,0,0.941258590578542,5.600638362983841,7,1,C00,2
u2_c06_seed00000018_xC03_tiered_nt2,u2_c06_seed00000018_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,2,18,C03,Y,3,2,4,4,0.6666666666666666,2,"C00,W",0.3333333333333333,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->Y C01->C02 C01->C03 C03->C05 C03->Y W->Y C00-C01 C00-C03 C00-C04,0.0002988330088555813,0.0,0.0003867910127155483,,1,4,4,0,0.39643180419784246,1.7259939216572497,6,1,C00,5
u2_c06_seed00000018_xC03_tiered_nt3,u2_c06_seed00000018_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,3,18,C03,Y,5,1,5,5,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C04 C00->Y C01->C02 C01->C03 C03->C05 C03->Y W->Y C00-C01 C00-C03,0.00025924999499693513,0.0,0.000323957996442914,,1,5,5,0,0.286036546404014,1.690362656262494,6,2,C00,5
u2_c06_seed00000018_xC03_tiered_nt4,u2_c06_seed00000018_xC03,tiered_unconfounded,fast_gate,6,1,measured,,,4,18,C03,Y,6,0,6,6,0.6666666666666666,2,"C00,W",0.0,0,0,2,0,3,True,2,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C04 C00->Y C01->C02 C03->C05 C03->Y W->Y C00-C03 C01-C03,0.0003922500036424026,0.0,0.0004514169995673001,,2,11,6,0,0.07422222222222222,1.3524258724496536,6,2,C00,5
u2_c06_seed00000019_xC04_tiered_nt3,u2_c06_seed00000019_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,3,19,C04,Y,5,1,5,5,0.6666666666666666,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C05 C00->Y C01->C02 C01->C03 C02->C03 C04->Y W->Y C00-C01 C00-C04,0.000222250004298985,0.0,0.00034220800444018096,,1,5,5,0,0.9616941309260216,2.762853424106155,6,3,C00,5
u2_c06_seed00000019_xC04_tiered_nt4,u2_c06_seed00000019_xC04,tiered_unconfounded,fast_gate,6,1,measured,,,4,19,C04,Y,6,0,6,6,0.6666666666666666,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C01 C00->C05 C00->Y C01->C02 C01->C03 C02->C03 C04->Y W->Y C00-C04,0.00019558300846256316,0.0,0.00030883301224093884,,1,6,4,0,0.9527178535529266,3.6437764752529325,6,2,C00,5
u2_c06_seed00000020_xC01_tiered_nt4,u2_c06_seed00000020_xC01,tiered_unconfounded,fast_gate,6,1,measured,,,4,20,C01,Y,7,0,7,7,0.7,2,"C00,W",0.14285714285714285,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (proved: Anti-Exchange Case B, THEOREMS.md section 4)",C00->C03 C00->C04 C00->Y C01->C02 C01->C03 C01->C05 C01->Y C02->C05 W->Y C00-C01,0.0002397499920334667,0.0,0.000334457989083603,,1,7,5,0,0.1628458391646033,1.733640433121283,7,2,C00,5
