instance_id,base_instance_id,arm,gate,component_size,separation,coverage,base_wrongness,seed,x,y,n_k,shd_truth,shd_cpdag,undirected_fraction,z_size,z_star,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac_n200,AUC_frac_n1000,AUC_frac_usable_n1000,n_depths_evaluated_n200,n_depths_evaluated_n1000,n_usable_depths_n200,n_usable_depths_n1000,se_auc_frac_n200,se_auc_frac_n1000
c06_s01_cov100_seed00000011_bw000,c06_s01_cov100_seed00000011,flip,fast_gate,6,1,1.0,0.0,11,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->C05 C00->Y C02->C04 W->Y X->Y C00-X,0.0002005419999981939,0.0,0.0002005419999981939,,1,6,3,0,0.912551724137931,0.9162313392529221,0.9162313392529221,6,6,2,3,0.011635525915540842,0.0052783793496052195
c06_s01_cov100_seed00000012_bw000,c06_s01_cov100_seed00000012,flip,fast_gate,6,1,1.0,0.0,12,X,Y,7,0,7,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->C05 C00->Y C04->C05 W->Y X->C02 X->C03 X->Y C00-X,0.00040512500000033924,0.0,0.00040512500000033924,,1,7,4,0,0.47728246318607753,0.4763444873870153,0.4763444873870153,7,7,3,4,0.05415452721934999,0.02645508369415518
c06_s01_cov100_seed00000013_bw000,c06_s01_cov100_seed00000013,flip,fast_gate,6,1,1.0,0.0,13,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C04 C03->C04 W->Y X->C02 X->C05 X->Y C00-X,0.00022345800000067584,0.0,0.00022345800000067584,,1,6,3,0,0.12131147540983607,0.10707692307692307,0.10707692307692307,6,6,5,5,0.012509551115543383,0.005533094046042292
c06_s01_cov100_seed00000014_bw000,c06_s01_cov100_seed00000014,flip,fast_gate,6,1,1.0,0.0,14,X,Y,5,0,5,0.625,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C04->C05 W->Y X->C04 X->Y C00-X,0.00016391600000176254,0.0,0.00016391600000176254,,1,5,2,0,0.24311753614079196,0.24762172070111124,0.24762172070111124,5,5,2,3,0.02263558254961058,0.01006737952635205
c06_s01_cov100_seed00000015_bw000,c06_s01_cov100_seed00000015,flip,fast_gate,6,1,1.0,0.0,15,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 C04->C05 W->Y X->C02 X->Y C00-X,0.00020375000000072419,0.0,0.00020375000000072419,,1,6,3,0,0.28676772724748734,0.27654725143862047,0.27654725143862047,6,6,2,4,0.01877169566916627,0.00829208163635606
c06_s01_cov100_seed00000016_bw000,c06_s01_cov100_seed00000016,flip,fast_gate,6,1,1.0,0.0,16,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C03 C02->C05 W->Y X->C02 X->C03 X->C04 X->Y C00-X,0.0002212499999991735,0.0,0.0002212499999991735,,1,6,3,0,0.09850746268656715,0.09578313253012048,0.09578313253012048,6,6,3,4,0.012215583595254749,0.005483331266056948
c06_s01_cov100_seed00000017_bw000,c06_s01_cov100_seed00000017,flip,fast_gate,6,1,1.0,0.0,17,X,Y,7,0,7,0.7,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C04 W->Y X->C02 X->C05 X->Y C00-X,0.0003132919999977446,0.0,0.0003132919999977446,,1,7,4,0,0.28078533772715003,0.2988460610326431,0.2988460610326431,7,7,4,6,0.021906564311041172,0.0102611247830179
c06_s01_cov100_seed00000018_bw000,c06_s01_cov100_seed00000018,flip,fast_gate,6,1,1.0,0.0,18,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->C04 C00->Y C03->C05 W->Y X->C02 X->C03 X->Y C00-X,0.00023041700000092646,0.0,0.00023041700000092646,,1,6,3,0,0.2953074019576483,0.2659026980482205,0.2659026980482205,6,6,2,4,0.019596932013400795,0.008411113139707082
c06_s01_cov100_seed00000019_bw000,c06_s01_cov100_seed00000019,flip,fast_gate,6,1,1.0,0.0,19,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y C02->C03 W->Y X->C02 X->C03 X->Y C00-X,0.0002196669999996459,0.0,0.0002196669999996459,,1,6,3,0,0.225963613937712,0.24284738485558158,0.24284738485558158,6,6,2,4,0.015751681006171754,0.007214994420788807
c06_s03_cov100_seed00000000_bw000,c06_s03_cov100_seed00000000,flip,fast_gate,6,3,1.0,0.0,0,X,Y,7,0,7,0.7,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0018315000000015402,0.0,0.0018315000000015402,,8,45,12,0,0.51,0.5026711893152428,0.5026711893152428,7,7,1,5,0.024143667216615348,0.010568255420732985
c06_s03_cov100_seed00000001_bw000,c06_s03_cov100_seed00000001,flip,fast_gate,6,3,1.0,0.0,1,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->C05 X->Y C00-C01 C01-C02 C02-X,0.0010986670000008303,0.0,0.0010986670000008303,,6,28,10,0,0.5520737327188939,0.5617260061919505,0.5617260061919505,6,6,4,5,0.019450941243876765,0.009337261916870846
c06_s03_cov100_seed00000002_bw000,c06_s03_cov100_seed00000002,flip,fast_gate,6,3,1.0,0.0,2,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.001217833999998419,0.0,0.001217833999998419,,6,28,10,0,0.55,0.5566632860040568,0.5566632860040568,6,6,4,5,0.018955520063841255,0.009324540084121051
c06_s03_cov100_seed00000003_bw000,c06_s03_cov100_seed00000003,flip,fast_gate,6,3,1.0,0.0,3,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C04 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.001442792000002413,0.0,0.001442792000002413,,8,37,12,0,0.5516190476190476,0.5431927710843373,0.5431927710843373,6,6,3,5,0.02276263758438547,0.01063983701050902
c06_s03_cov100_seed00000004_bw000,c06_s03_cov100_seed00000004,flip,fast_gate,6,3,1.0,0.0,4,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0004465000000024588,0.0,0.0004465000000024588,,3,12,4,0,0.880952380952381,0.899056603773585,0.899056603773585,5,5,3,4,0.015147833578103616,0.006867722564601716
c06_s03_cov100_seed00000005_bw000,c06_s03_cov100_seed00000005,flip,fast_gate,6,3,1.0,0.0,5,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.00040487500000097043,0.0,0.00040487500000097043,,3,12,4,0,0.8863636363636364,0.8985781990521327,0.8985781990521327,5,5,2,4,0.01493474410619934,0.006883588037875879
c06_s03_cov100_seed00000006_bw000,c06_s03_cov100_seed00000006,flip,fast_gate,6,3,1.0,0.0,6,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C04 C02->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0005752080000007709,0.0,0.0005752080000007709,,4,15,6,0,0.7560975609756095,0.7461139896373057,0.7461139896373057,5,5,3,3,0.03903182558554253,0.01799321963883342
c06_s03_cov100_seed00000007_bw000,c06_s03_cov100_seed00000007,flip,fast_gate,6,3,1.0,0.0,7,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.00046591599999601385,0.0,0.00046591599999601385,,3,12,4,0,0.5,0.5,0.5,5,5,2,4,0.0,0.0
c06_s03_cov100_seed00000008_bw000,c06_s03_cov100_seed00000008,flip,fast_gate,6,3,1.0,0.0,8,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.0005699169999999754,0.0,0.0005699169999999754,,4,15,6,0,0.7340425531914896,0.7352941176470589,0.7352941176470589,5,5,2,3,0.03639188590043804,0.018250153764530087
c06_s03_cov100_seed00000009_bw000,c06_s03_cov100_seed00000009,flip,fast_gate,6,3,1.0,0.0,9,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C04 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.0013388340000020094,0.0,0.0013388340000020094,,8,37,13,0,0.7437192118226601,0.7359213250517599,0.7359213250517599,6,6,2,4,0.04779014117453597,0.021585962611939305
c06_s03_cov100_seed00000010_bw000,c06_s03_cov100_seed00000010,flip,fast_gate,6,3,1.0,0.0,10,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0009334159999951908,0.0,0.0009334159999951908,,5,24,7,0,0.6496098104793757,0.6567692307692308,0.6567692307692308,6,6,4,6,0.024761984201382547,0.011413929983586885
c06_s03_cov100_seed00000011_bw000,c06_s03_cov100_seed00000011,flip,fast_gate,6,3,1.0,0.0,11,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->C05 C00->Y W->Y X->Y C00-C01 C01-C02 C02-X,0.0010528330000028063,0.0,0.0010528330000028063,,8,29,12,0,0.5,0.5,0.5,5,5,1,3,0.0,0.0
c06_s03_cov100_seed00000012_bw000,c06_s03_cov100_seed00000012,flip,fast_gate,6,3,1.0,0.0,12,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C05 C02->C04 W->Y X->Y C00-C01 C01-C02 C02-X,0.0010561659999979156,0.0,0.0010561659999979156,,6,28,10,0,0.769767441860465,0.7397608730540843,0.7397608730540843,6,6,3,4,0.04948790038690762,0.022618437006224266
c06_s03_cov100_seed00000013_bw000,c06_s03_cov100_seed00000013,flip,fast_gate,6,3,1.0,0.0,13,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C04->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.00043858300000465533,0.0,0.00043858300000465533,,3,12,4,0,0.5,0.5,0.5,5,5,3,5,0.0,0.0
c06_s03_cov100_seed00000014_bw000,c06_s03_cov100_seed00000014,flip,fast_gate,6,3,1.0,0.0,14,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C04 C00->Y C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0008413749999931497,0.0,0.0008413749999931497,,6,22,9,0,0.5,0.5,0.5,5,5,2,3,0.0,0.0
c06_s03_cov100_seed00000015_bw000,c06_s03_cov100_seed00000015,flip,fast_gate,6,3,1.0,0.0,15,X,Y,5,0,5,0.625,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y W->Y X->C04 X->C05 X->Y C00-C01 C01-C02 C02-X,0.0004105000000009795,0.0,0.0004105000000009795,,3,12,4,0,0.5,0.5,0.5,5,5,2,4,0.0,0.0
c06_s03_cov100_seed00000016_bw000,c06_s03_cov100_seed00000016,flip,fast_gate,6,3,1.0,0.0,16,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C05 X->Y C00-C01 C01-C02 C02-X,0.0008955420000020808,0.0,0.0008955420000020808,,5,24,7,0,0.5928977272727274,0.6063358404185742,0.6063358404185742,6,6,4,5,0.018734632755194474,0.008043652265124783
c06_s03_cov100_seed00000017_bw000,c06_s03_cov100_seed00000017,flip,fast_gate,6,3,1.0,0.0,17,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0008945419999975002,0.0,0.0008945419999975002,,5,24,7,0,0.6170588235294118,0.5920603562791648,0.5920603562791648,6,6,4,5,0.017291163271883472,0.007960698222620678
c06_s03_cov100_seed00000018_bw000,c06_s03_cov100_seed00000018,flip,fast_gate,6,3,1.0,0.0,18,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C01->C05 W->Y X->C04 X->Y C00-C01 C01-C02 C02-X,0.0010885419999979717,0.0,0.0010885419999979717,,6,28,10,0,0.48,0.46687898089171975,0.46687898089171975,6,6,5,5,0.006761234037828133,0.0037561838644151516
c06_s03_cov100_seed00000019_bw000,c06_s03_cov100_seed00000019,flip,fast_gate,6,3,1.0,0.0,19,X,Y,6,0,6,0.6666666666666666,2,"C00,W",True,3,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->Y C02->C04 C02->C05 C04->C05 W->Y X->Y C00-C01 C01-C02 C02-X,0.0008820830000004776,0.0,0.0008820830000004776,,5,24,7,0,0.9043478260869564,0.8946778711484594,0.8946778711484594,6,6,3,5,0.016630326673481344,0.007803279178349299
c06_s05_cov100_seed00000000_bw000,c06_s05_cov100_seed00000000,flip,fast_gate,6,5,1.0,0.0,0,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00041754100000446215,0.030507833999998013,0.030925375000002475,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000001_bw000,c06_s05_cov100_seed00000001,flip,fast_gate,6,5,1.0,0.0,1,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00037370900000155416,0.011105332999996165,0.011479041999997719,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000002_bw000,c06_s05_cov100_seed00000002,flip,fast_gate,6,5,1.0,0.0,2,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00035387500000183536,0.010729959000002509,0.011083834000004344,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000003_bw000,c06_s05_cov100_seed00000003,flip,fast_gate,6,5,1.0,0.0,3,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00035370799999867586,0.010951417000001129,0.011305124999999805,,4,12,4,0,0.9,0.9,0.9,5,5,4,5,0.0,0.0
c06_s05_cov100_seed00000004_bw000,c06_s05_cov100_seed00000004,flip,fast_gate,6,5,1.0,0.0,4,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.000345666999997718,0.010833625000003622,0.01117929200000134,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000005_bw000,c06_s05_cov100_seed00000005,flip,fast_gate,6,5,1.0,0.0,5,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00035599999999647025,0.010941917000003798,0.011297917000000268,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000006_bw000,c06_s05_cov100_seed00000006,flip,fast_gate,6,5,1.0,0.0,6,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003624999999942702,0.01148650000000373,0.011848999999998,,4,12,4,0,0.9,0.9,0.9,5,5,4,5,0.0,0.0
c06_s05_cov100_seed00000007_bw000,c06_s05_cov100_seed00000007,flip,fast_gate,6,5,1.0,0.0,7,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.000362749999993639,0.011224790999996515,0.011587540999990154,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000008_bw000,c06_s05_cov100_seed00000008,flip,fast_gate,6,5,1.0,0.0,8,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003492499999993015,0.011011041999999804,0.011360291999999106,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000009_bw000,c06_s05_cov100_seed00000009,flip,fast_gate,6,5,1.0,0.0,9,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.00041062500000066393,0.011475375000003396,0.01188600000000406,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
c06_s05_cov100_seed00000010_bw000,c06_s05_cov100_seed00000010,flip,fast_gate,6,5,1.0,0.0,10,X,Y,5,0,5,0.625,2,"C00,W",True,5,ok,e1_ladder,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)","(('C00', 'Y'), ('W', 'Y'), ('X', 'Y'))",0.0003875000000022055,0.011595707999994431,0.011983207999996637,,4,12,4,0,0.9,0.9,0.9,5,5,3,5,0.0,0.0
